BaseCode,SectionBreakStartKM,break_date,last_fail_if_available_otherwise_null,r_date,rul,p_key,partition_col,target
ARTC-10,164.99,2017-11-12,null,2017-08-08,97,ARTC-10_164.99_20m_2017-08-08,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-09,96,ARTC-10_164.99_20m_2017-08-09,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-10,95,ARTC-10_164.99_20m_2017-08-10,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-11,94,ARTC-10_164.99_20m_2017-08-11,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-12,93,ARTC-10_164.99_20m_2017-08-12,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-13,92,ARTC-10_164.99_20m_2017-08-13,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-14,91,ARTC-10_164.99_20m_2017-08-14,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-15,90,ARTC-10_164.99_20m_2017-08-15,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-16,89,ARTC-10_164.99_20m_2017-08-16,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-17,88,ARTC-10_164.99_20m_2017-08-17,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-18,87,ARTC-10_164.99_20m_2017-08-18,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-19,86,ARTC-10_164.99_20m_2017-08-19,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-20,85,ARTC-10_164.99_20m_2017-08-20,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-21,84,ARTC-10_164.99_20m_2017-08-21,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-22,83,ARTC-10_164.99_20m_2017-08-22,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-23,82,ARTC-10_164.99_20m_2017-08-23,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-24,81,ARTC-10_164.99_20m_2017-08-24,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-25,80,ARTC-10_164.99_20m_2017-08-25,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-26,79,ARTC-10_164.99_20m_2017-08-26,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-27,78,ARTC-10_164.99_20m_2017-08-27,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-28,77,ARTC-10_164.99_20m_2017-08-28,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-29,76,ARTC-10_164.99_20m_2017-08-29,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-30,75,ARTC-10_164.99_20m_2017-08-30,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-08-31,74,ARTC-10_164.99_20m_2017-08-31,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-01,73,ARTC-10_164.99_20m_2017-09-01,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-02,72,ARTC-10_164.99_20m_2017-09-02,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-03,71,ARTC-10_164.99_20m_2017-09-03,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-04,70,ARTC-10_164.99_20m_2017-09-04,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-05,69,ARTC-10_164.99_20m_2017-09-05,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-06,68,ARTC-10_164.99_20m_2017-09-06,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-07,67,ARTC-10_164.99_20m_2017-09-07,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-08,66,ARTC-10_164.99_20m_2017-09-08,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-09,65,ARTC-10_164.99_20m_2017-09-09,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-10,64,ARTC-10_164.99_20m_2017-09-10,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-11,63,ARTC-10_164.99_20m_2017-09-11,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-12,62,ARTC-10_164.99_20m_2017-09-12,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-13,61,ARTC-10_164.99_20m_2017-09-13,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-14,60,ARTC-10_164.99_20m_2017-09-14,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-15,59,ARTC-10_164.99_20m_2017-09-15,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-16,58,ARTC-10_164.99_20m_2017-09-16,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-17,57,ARTC-10_164.99_20m_2017-09-17,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-18,56,ARTC-10_164.99_20m_2017-09-18,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-19,55,ARTC-10_164.99_20m_2017-09-19,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-20,54,ARTC-10_164.99_20m_2017-09-20,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-21,53,ARTC-10_164.99_20m_2017-09-21,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-22,52,ARTC-10_164.99_20m_2017-09-22,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-23,51,ARTC-10_164.99_20m_2017-09-23,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-24,50,ARTC-10_164.99_20m_2017-09-24,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-25,49,ARTC-10_164.99_20m_2017-09-25,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-26,48,ARTC-10_164.99_20m_2017-09-26,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-27,47,ARTC-10_164.99_20m_2017-09-27,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-28,46,ARTC-10_164.99_20m_2017-09-28,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-29,45,ARTC-10_164.99_20m_2017-09-29,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-09-30,44,ARTC-10_164.99_20m_2017-09-30,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-01,43,ARTC-10_164.99_20m_2017-10-01,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-02,42,ARTC-10_164.99_20m_2017-10-02,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-03,41,ARTC-10_164.99_20m_2017-10-03,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-04,40,ARTC-10_164.99_20m_2017-10-04,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-05,39,ARTC-10_164.99_20m_2017-10-05,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-06,38,ARTC-10_164.99_20m_2017-10-06,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-07,37,ARTC-10_164.99_20m_2017-10-07,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-08,36,ARTC-10_164.99_20m_2017-10-08,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-09,35,ARTC-10_164.99_20m_2017-10-09,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-10,34,ARTC-10_164.99_20m_2017-10-10,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-11,33,ARTC-10_164.99_20m_2017-10-11,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-12,32,ARTC-10_164.99_20m_2017-10-12,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-13,31,ARTC-10_164.99_20m_2017-10-13,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-14,30,ARTC-10_164.99_20m_2017-10-14,ARTC-10_164.99,0
ARTC-10,164.99,2017-11-12,null,2017-10-15,29,ARTC-10_164.99_20m_2017-10-15,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-16,28,ARTC-10_164.99_20m_2017-10-16,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-17,27,ARTC-10_164.99_20m_2017-10-17,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-18,26,ARTC-10_164.99_20m_2017-10-18,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-19,25,ARTC-10_164.99_20m_2017-10-19,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-20,24,ARTC-10_164.99_20m_2017-10-20,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-21,23,ARTC-10_164.99_20m_2017-10-21,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-22,22,ARTC-10_164.99_20m_2017-10-22,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-23,21,ARTC-10_164.99_20m_2017-10-23,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-24,20,ARTC-10_164.99_20m_2017-10-24,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-25,19,ARTC-10_164.99_20m_2017-10-25,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-26,18,ARTC-10_164.99_20m_2017-10-26,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-27,17,ARTC-10_164.99_20m_2017-10-27,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-28,16,ARTC-10_164.99_20m_2017-10-28,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-29,15,ARTC-10_164.99_20m_2017-10-29,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-30,14,ARTC-10_164.99_20m_2017-10-30,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-10-31,13,ARTC-10_164.99_20m_2017-10-31,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-01,12,ARTC-10_164.99_20m_2017-11-01,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-02,11,ARTC-10_164.99_20m_2017-11-02,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-03,10,ARTC-10_164.99_20m_2017-11-03,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-04,9,ARTC-10_164.99_20m_2017-11-04,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-05,8,ARTC-10_164.99_20m_2017-11-05,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-06,7,ARTC-10_164.99_20m_2017-11-06,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-07,6,ARTC-10_164.99_20m_2017-11-07,ARTC-10_164.99,1
ARTC-10,164.99,2017-11-12,null,2017-11-08,5,ARTC-10_164.99_20m_2017-11-08,ARTC-10_164.99,1
