BaseCode,SectionBreakStartKM,SectionBreakFinishKM,KMLocation,Twist14m,BounceFrt,BounceRr,BodyRockFrt,BodyRockRr,LP1,LP2,LP3,LP4,Speed,BrakeCylinder,IntrainForce,Acc1,Acc2,Acc3,Acc4,Twist2m,Acc1_RMS,Acc2_RMS,Acc3_RMS,Acc4_RMS,Rail_Pro_L,Rail_Pro_R,SND,VACC,VACC_L,VACC_R,Curvature,Track_Offset,ICWVehicle,FileLoadStatus,RecordingDateTime,RecordingDate,SND_L,SND_R
ARTC-12,192.78,192.8,192.7985,1.7498104,-0.0735612953,null,0.686326566,null,0.269601988,null,0.596017455,-0.416724578,39.129,-20.8624982,4.40085319,2.1320981,1.44785396,1.96927859,null,-0.330684545,0.211580568,0.078103821,0.142736555,null,2.46878649,0.656841404,0.596017455,2.1320981,1.96927859,2.1320981,-0.000080947044,-0.0305048935,ARTC05,Loaded,2023-07-25T04:30:00Z,2023-07-25,0.596017455,0.269601988
ARTC-12,192.78,192.8,192.7985,1.61710962,-0.224600135,-0.312976482,0.630424376,0.889608581,0.0906120534,0.131827809,-0.757780773,-0.539812323,35.277,0.2808406,-5.04561351,1.80690152,null,null,5.65916504,-1.52409569,0.261490006,null,null,0.30583439,2.36438218,1.2126664,0.757780773,5.65916504,5.65916504,1.80690152,-0.000102407675,-1.37008024,ARTC04,Loaded,2023-07-25T13:07:00Z,2023-07-25,-0.539812323,0.131827809
ARTC-12,192.78,192.8,192.7999,null,-0.327986655,null,-0.382709318,null,-0.519341314,null,0.336503883,-0.136631997,15.117,-24.7755848,12.6447115,0.134649531,0.181758053,0.191268815,null,null,-0.0793983936,-0.0780749661,-0.108233469,null,null,null,0.519341314,0.191268815,0.191268815,0.181758053,null,0.406997667,ARTC05,Loaded,2024-03-06T21:02:00Z,2024-03-06,0.336503883,-0.519341314
ARTC-12,192.78,192.8,192.7989,null,-0.28946586,null,-0.432309332,null,-0.505620525,null,-0.0945727972,-0.0733111939,15.136,-24.7660103,13.0375748,0.229095321,0.159684268,0.189122362,null,null,-0.0811537167,-0.0836524051,-0.106295467,null,null,null,0.505620525,0.229095321,0.189122362,0.229095321,null,0.404995393,ARTC05,Loaded,2024-03-06T21:02:00Z,2024-03-06,-0.0733111939,-0.505620525
ARTC-12,192.78,192.8,192.7979,null,-0.228455346,null,-0.518936615,null,-0.487923654,null,-0.391894424,0.0310129616,15.154,-24.7581283,12.2518475,0.322564311,0.378468956,0.241487403,null,null,-0.0711104861,-0.0800093455,-0.0669658747,null,null,null,0.487923654,0.378468956,0.241487403,0.378468956,null,0.402993118,ARTC05,Loaded,2024-03-06T21:02:00Z,2024-03-06,0.0310129616,-0.487923654
ARTC-12,192.78,192.8,192.7969,null,-0.0904896139,null,-0.536906023,null,-0.358942626,null,-0.385212654,0.177963398,15.173,-24.7630593,12.8411435,0.379350759,0.486308335,0.644396067,null,null,-0.0789093043,-0.081468877,-0.105312675,null,null,null,0.385212654,0.644396067,0.644396067,0.486308335,null,0.400990844,ARTC05,Loaded,2024-03-06T21:02:00Z,2024-03-06,0.177963398,-0.358942626
ARTC-12,192.8,192.82,192.82,13.3089404,-0.133938709,-0.0594092831,-0.534865382,1.57216419,-0.401371399,0.726672812,-0.845491378,0.133493982,21.578,0.567395433,-13.0369796,0.738985741,0.284750966,0.481068599,1.16551275,-1.29621839,0.00518719765,0.0212640202,0.014415646,0.0119218128,2.00662348,-5.3924365,0.845491378,1.16551275,0.738985741,1.16551275,0.000164204678,-2.00157938,ARTC02,Loaded,2019-01-11T10:16:00Z,2019-01-11,0.133493982,0.726672812
ARTC-12,192.8,192.82,192.82,-15.0071778,-0.182756895,null,-0.698367031,null,-0.53194041,null,-0.961333517,0.166426621,20.515,-24.9922154,0.223155885,null,null,0.517665174,1.00882875,0.384175585,null,null,0.026138544,0.0133722708,null,-8.04710227,0.961333517,1.00882875,null,1.00882875,-0.000428741209,0.81276777,ARTC01,Loaded,2019-01-11T18:38:00Z,2019-01-11,0.166426621,-0.53194041
ARTC-12,192.8,192.82,192.8199,14.5924846,null,0.087435625,null,0.612913665,0.0529942051,0.393892457,-0.219021207,null,20.5,0.72540278,-15.1750679,0.621688912,1.26892127,0.880633835,0.233837821,-2.58623195,0.0110047215,0.0363425283,0.0590594294,0.0263583474,11.3654127,0.715116708,0.393892457,1.26892127,0.880633835,1.26892127,-0.000006866265,0.00742328243,ARTC04,Loaded,2019-01-11T23:19:00Z,2019-01-11,-0.219021207,0.393892457
ARTC-12,192.8,192.82,192.8197,null,null,-0.0171111195,null,0.645990413,-0.0806528703,0.305884087,-0.340106326,null,17.871,0.624436732,-11.3669276,0.527072314,0.484454909,0.628545714,0.141732726,null,0.000775989844,0.00247613435,0.00820371786,0.00819878497,null,null,0.340106326,0.628545714,0.628545714,0.527072314,null,1.7247745,ARTC04,Loaded,2019-01-11T08:58:00Z,2019-01-11,-0.340106326,0.305884087
ARTC-12,192.8,192.82,192.82,10.2185264,null,-0.0554360778,null,-1.25649788,-2.76599295,-0.683685018,0.572812862,null,42.304,-0.538781708,-1.56194619,0.843364353,0.619551711,0.426037096,0.265889185,-0.220177178,0.0377810824,0.0914948567,0.116942716,0.089644085,11.2378408,1.13901699,2.76599295,0.843364353,0.426037096,0.843364353,-0.000067280631,-0.79035003,ARTC04,Loaded,2019-03-12T13:00:00Z,2019-03-12,0.572812862,-0.683685018
ARTC-12,192.8,192.82,192.8199,10.9891485,0.53733858,1.45125587,-4.6155048,-1.31155003,-1.77041382,0.795480851,2.10703088,2.84509098,48.492,-0.730585455,1.43661333,1.27209819,0.500182529,0.342477126,0.250517546,-0.615312408,0.0268780999,0.0351075925,0.00419367476,0.0793469226,11.4907183,3.62688308,2.84509098,1.27209819,0.342477126,1.27209819,0.000170447246,-1.11577047,ARTC05,Loaded,2019-03-12T15:54:00Z,2019-03-12,2.84509098,0.795480851
ARTC-12,192.8,192.82,192.8194,11.1215252,-0.806099457,0.144093325,-2.2860965,-0.704514883,-1.9491477,-0.208164116,0.496350767,0.336948791,41.285,0.363453737,-1.10760477,1.04679992,0.514169457,0.396350232,0.345731441,-1.73456754,0.00652234373,0.00535587515,0.0118011665,0.00405672861,15.3632763,5.2225458,1.9491477,1.04679992,0.396350232,1.04679992,-0.000110993419,1.77062727,ARTC05,Loaded,2019-03-12T02:40:00Z,2019-03-12,0.496350767,-0.208164116
ARTC-12,192.8,192.82,192.819,9.76465217,null,-0.210717292,null,0.0518458033,-2.32144368,-0.18479439,-0.236640193,null,42.303,-0.537368316,-2.54919252,0.348063391,0.345748076,0.177755237,0.128521848,-2.13671994,0.0201341466,0.107908602,0.130824294,0.0605373206,16.8670635,5.155732,2.32144368,0.348063391,0.177755237,0.348063391,-0.000088630055,-1.16911356,ARTC04,Loaded,2019-03-12T13:00:00Z,2019-03-12,-0.236640193,-0.18479439
ARTC-12,192.8,192.82,192.82,17.4562362,0.195511594,null,-2.62413198,null,-1.11655439,null,-1.43862117,1.50757758,35.025,-25.0337711,17.7390952,null,null,1.77896378,2.52401716,0.999403963,null,null,0.0189737435,0.0331328719,null,-8.01980095,1.50757758,2.52401716,null,2.52401716,-0.000398820279,2.27419479,ARTC01,Loaded,2019-06-05T10:28:00Z,2019-06-05,1.50757758,-1.11655439
ARTC-12,192.8,192.82,192.82,14.1240806,null,0.433802963,null,-0.349640692,-2.29504952,0.258982617,0.608623309,null,41.225,0.569813893,6.59150685,1.00931637,1.92341456,1.98686258,0.453595502,1.43691947,0.00309878762,0.122911074,0.0223521179,0.00449538104,6.34050593,-3.63807088,2.29504952,1.98686258,1.98686258,1.92341456,-0.000158251714,-2.18134099,ARTC04,Loaded,2019-06-05T00:17:00Z,2019-06-05,0.608623309,0.258982617
ARTC-12,192.8,192.82,192.819,17.0934567,0.212514577,null,-2.73833549,null,-1.15665317,null,-1.32324854,1.58168232,35.028,-25.0371461,18.3496018,null,null,0.651990671,1.54273722,-0.657360712,null,null,0.0233791611,0.0126499423,null,-0.298394353,1.58168232,1.54273722,null,1.54273722,-0.000522162953,2.4800778,ARTC01,Loaded,2019-06-05T10:28:00Z,2019-06-05,1.58168232,-1.15665317
ARTC-12,192.8,192.82,192.819,15.1748735,null,0.574210514,null,0.243643929,-1.72360307,0.696032479,0.452388549,null,41.229,0.566961756,6.19908902,1.44282646,1.35642911,0.521126569,0.405115996,-1.48694398,0.0171662769,0.0126376975,0.00896953308,0.0313405624,10.6189583,1.66742308,1.72360307,1.44282646,0.521126569,1.44282646,-0.000165395825,-2.28541687,ARTC04,Loaded,2019-06-05T00:17:00Z,2019-06-05,0.452388549,0.696032479
ARTC-12,192.8,192.82,192.8199,null,0.180322838,-0.000995810012,-0.503320689,-0.246176034,-0.0713375061,-0.124083827,0.122092207,0.431983183,19.224,1.00956389,0.179079939,0.115185737,0.135343207,0.307145435,0.270207636,null,0.00263471549,0.00194312905,0.0133783187,0.00921323186,null,null,0.431983183,0.307145435,0.307145435,0.135343207,null,-0.559339573,ARTC05,Loaded,2020-04-21T01:54:00Z,2020-04-21,0.431983183,-0.0713375061
ARTC-12,192.8,192.82,192.8196,null,-0.0810550719,0.136412739,-0.615429915,1.23128864,-0.388770029,0.752057058,-0.479231581,0.226659885,13.594,-25.0106555,11.3285502,null,null,null,0.162536581,null,null,null,null,0.00336242946,null,null,0.752057058,0.162536581,null,0.162536581,null,-0.435182574,ARTC01,Loaded,2020-04-21T23:46:00Z,2020-04-21,0.226659885,0.752057058
ARTC-12,192.8,192.82,192.8195,null,0.0866526218,0.11353737,0.0725985445,-0.133388662,0.122951894,0.0468430386,0.180231701,0.0503533496,18.425,0.614465255,-2.6214299,0.128690608,0.620254492,0.411596317,0.323072663,null,0.000445735201,0.0023437893,0.020582768,0.0163037938,null,null,0.180231701,0.620254492,0.411596317,0.620254492,null,1.87762649,ARTC04,Loaded,2020-04-21T01:53:00Z,2020-04-21,0.180231701,0.122951894
ARTC-12,192.8,192.82,192.8189,null,-0.0688009102,-0.0418407188,0.113620848,-0.216810525,-0.0119904864,-0.150245981,0.0665645438,-0.125611334,19.224,1.00450901,-0.407619149,0.0923412769,0.102132683,0.11329175,0.137720608,null,0.00172066375,0.000721290872,0.0144496748,0.0150598407,null,null,0.150245981,0.137720608,0.137720608,0.102132683,null,-0.198118959,ARTC05,Loaded,2020-04-21T01:54:00Z,2020-04-21,0.0665645438,-0.0119904864
ARTC-12,192.8,192.82,192.82,-10.9288086,-0.0402928057,-0.278549717,-0.705041351,3.12590255,-0.392813481,1.28440156,-1.84150099,0.31222787,37.438,-0.106550378,4.14786481,0.106775637,0.161502081,0.873254609,0.215572404,0.370653328,0.0560441704,0.0755190405,0.0705983712,0.126101201,4.68273266,-1.68404797,1.84150099,0.873254609,0.873254609,0.161502081,-0.00008175096,0.896981505,ARTC05,Loaded,2020-09-28T14:06:00Z,2020-09-28,0.31222787,1.28440156
ARTC-12,192.8,192.82,192.8199,-9.95067273,-0.182837793,0.0175904158,-1.33768381,1.35691185,-0.851679696,0.69604634,-0.660865508,0.48600411,34.721,-0.15488192,-2.6855589,0.155873336,0.36379306,0.533520227,0.364176429,0.80511384,0.0372644453,0.0958171368,0.110499669,0.221312916,4.05099454,-4.17849208,0.851679696,0.533520227,0.533520227,0.36379306,0.000086353582,0.5593498570000001,ARTC04,Loaded,2020-09-28T15:21:00Z,2020-09-28,0.48600411,0.69604634
ARTC-12,192.8,192.82,192.8199,-9.38901419,-0.11664846,0.11063054,-1.01336714,1.6898717,-0.623332029,0.955566389,-0.734305309,0.390035109,29.731,0.926762743,22.0005028,0.16969885,0.282773765,0.763085668,0.68623688,0.321339795,0.0307419859,0.0263765951,0.041964839,0.0480275321,7.48077795,-2.63420325,0.955566389,0.763085668,0.763085668,0.282773765,-0.00012848425,-0.681943363,ARTC05,Loaded,2020-09-28T04:04:00Z,2020-09-28,0.390035109,0.955566389
ARTC-12,192.8,192.82,192.819,-9.48811309,-0.0132647817,-0.149317286,-1.05108736,2.39485304,-0.538808461,1.04810923,-1.3467438,0.512278898,37.439,-0.0978816781,4.34498419,0.168045728,0.186307373,2.27657841,0.656436121,-1.76383895,0.090197775,0.0611783737,0.0371974696,0.0148356291,10.3483833,2.91362229,1.3467438,2.27657841,2.27657841,0.186307373,-0.000076281625,0.994507961,ARTC05,Loaded,2020-09-28T14:06:00Z,2020-09-28,0.512278898,1.04810923
ARTC-12,192.8,192.82,192.82,-12.1755599,-0.122588059,-0.177569546,-3.30022026,2.74839692,-1.77269819,1.19662891,-1.55176801,1.52752207,33.224,0.809692826,-46.9443366,0.345703836,1.50696213,1.29069807,0.537363246,-0.532129004,-0.0238459928,-0.0196170939,0.0232538876,0.0181300174,9.02532553,-2.40692881,1.77269819,1.50696213,1.29069807,1.50696213,-0.000079118201,-1.70656531,ARTC05,Loaded,2021-05-04T19:08:00Z,2021-05-04,1.52752207,1.19662891
ARTC-12,192.8,192.82,192.82,-14.5673,0.372837518,-0.736241289,-3.27383728,2.9300337,-1.26408112,0.728775563,-2.20125814,2.00975616,34.74,0.398781924,-12.9840987,0.300749153,1.21357776,null,0.0949477376,-0.584822604,0.125862514,0.00591196621,null,0.0832167447,9.26237626,-3.37380991,2.20125814,1.21357776,0.0949477376,1.21357776,-0.000069273991,-1.08075104,ARTC04,Loaded,2021-05-04T00:25:00Z,2021-05-04,2.00975616,0.728775563
ARTC-12,192.8,192.82,192.8199,-14.3440705,0.674532615,-0.29658032,-2.71886845,1.93418868,-0.684901608,0.670514019,-1.26367466,2.03396684,25.039,0.250815368,0.100247966,1.35902693,2.27990976,null,0.460016583,-1.82039894,0.0354682355,0.0935068014,null,0.0451751579,5.57870353,-7.40219564,2.03396684,2.27990976,0.460016583,2.27990976,0.000047104856,-1.1710582,ARTC04,Loaded,2021-05-04T15:23:00Z,2021-05-04,2.03396684,0.670514019
ARTC-12,192.8,192.82,192.8199,null,-0.347998978,0.0291312384,-0.416810789,0.797134785,-0.556404373,0.427698631,-0.369436154,-0.139593584,15.994,0.957490974,80.597856,0.270049919,0.251269699,0.281780784,0.230429617,null,-0.0134742738,0.00158908035,0.0240293713,-0.01457405,null,null,0.556404373,0.281780784,0.281780784,0.270049919,null,-0.136177187,ARTC05,Loaded,2021-05-04T01:19:00Z,2021-05-04,-0.139593584,0.427698631
ARTC-12,192.8,192.82,192.8194,null,0.0203531061,null,-0.274851715,null,-0.117072751,null,-0.550985896,0.157778964,18.403,-24.7982811,-16.3142096,0.035557028,0.049285738,0.0383737779,null,null,-0.106844963,-0.0768723525,-0.0664664154,null,null,null,0.550985896,0.049285738,0.0383737779,0.049285738,null,-0.314684124,ARTC05,Loaded,2023-06-07T15:00:00Z,2023-06-07,0.157778964,-0.117072751
ARTC-12,192.8,192.82,192.8184,null,0.165256501,null,-0.190198285,null,0.0701573587,null,-0.578271307,0.260355644,18.398,-24.7982811,-15.5347577,0.236439026,0.049285738,0.0383737779,null,null,-0.0937883875,-0.0768723525,-0.0664664154,null,null,null,0.578271307,0.236439026,0.0383737779,0.236439026,null,0.169060407,ARTC05,Loaded,2023-06-07T15:00:00Z,2023-06-07,0.260355644,0.0701573587
ARTC-12,192.8,192.82,192.8174,null,0.111791247,null,-0.0922768408,null,0.0656528263,null,-0.222163514,0.157929667,18.39,-24.7982811,-16.1193403,0.21109634,0.0374464897,0.0442354281,null,null,-0.0777192829,-0.0669845056,0.082960635,null,null,null,0.222163514,0.21109634,0.0442354281,0.21109634,null,0.652804938,ARTC05,Loaded,2023-06-07T15:00:00Z,2023-06-07,0.157929667,0.0656528263
ARTC-12,192.8,192.82,192.8164,null,-0.109573795,null,-0.459305511,null,-0.339226551,null,-0.337538572,0.12007896,18.379,-24.8033797,-16.5090667,0.370720533,0.072872993,0.362268862,null,null,-0.100578363,-0.0772592443,-0.0639055254,null,null,null,0.339226551,0.370720533,0.362268862,0.370720533,null,1.13654947,ARTC05,Loaded,2023-06-07T15:00:00Z,2023-06-07,0.12007896,-0.339226551
ARTC-12,192.8,192.82,192.8195,-12.1997621,0.524920383,0.0269181779,-1.91548343,1.89309709,-0.432821333,0.973466723,-0.919630367,1.4826621,31.378,1.03756411,3.07865215,0.210512715,null,null,0.195632943,-1.40803605,0.0168125033,null,null,-0.0269662343,7.30844002,-6.96422927,1.4826621,0.210512715,0.195632943,0.210512715,-0.000121085035,-1.05494739,ARTC04,Loaded,2023-09-11T02:16:00Z,2023-09-11,1.4826621,0.973466723
ARTC-12,192.8,192.82,192.8194,-11.3388927,0.514911003,-0.268782273,-2.12796147,1.71044512,-0.549069729,0.586440288,-1.12400483,1.57889174,33.912,0.453272514,3.25051121,0.236503306,null,null,0.369676774,-2.55443567,0.0501009021,null,null,0.265869342,8.09236819,-6.25527366,1.57889174,0.369676774,0.369676774,0.236503306,-0.000072160675,0.339200635,ARTC04,Loaded,2023-09-11T18:20:00Z,2023-09-11,1.57889174,0.586440288
ARTC-12,192.8,192.82,192.8185,-11.5027028,0.435287196,-0.0711309341,-0.904108825,2.17422532,-0.0167672162,1.01598173,-1.15824359,0.887341609,31.378,1.04483253,3.07865215,0.545976674,null,null,0.57804942,0.527675447,0.0152496138,null,null,0.197264662,4.99357994,-6.81823921,1.15824359,0.57804942,0.57804942,0.545976674,0.000020315737,-0.958617363,ARTC04,Loaded,2023-09-11T02:16:00Z,2023-09-11,0.887341609,1.01598173
ARTC-12,192.8,192.82,192.8184,-11.6709555,0.50533382,-0.290945777,-1.46896608,2.18833319,-0.229149218,0.80322082,-1.38511237,1.23981686,33.912,0.453272514,3.25051121,0.849140057,null,null,0.949641785,-0.93186808,0.14861333,null,null,0.0667093555,6.17518414,-6.4260741,1.38511237,0.949641785,0.949641785,0.849140057,0.000005538316,0.273348797,ARTC04,Loaded,2023-09-11T18:20:00Z,2023-09-11,1.23981686,0.80322082
ARTC-12,192.82,192.84,192.84,1.57766393,null,-0.7485387,null,-1.83824041,-0.100103467,-1.66765891,0.170581506,null,45.536,0.265239879,-14.1822815,3.68056358,3.57081714,0.739313022,0.76148204,-1.40322173,0.0263824304,0.0533070413,0.0675810576,0.0139093055,7.83623882,8.52438878,1.66765891,3.68056358,0.76148204,3.68056358,-0.000762390456,0.291774987,ARTC04,Loaded,2019-01-03T07:54:00Z,2019-01-03,0.170581506,-0.100103467
