BaseCode,SectionBreakStartKM,break_date,last_fail_if_available_otherwise_null,r_date,rul,p_key,partition_col,target
ARTC-11,171.6,2023-10-27,2010-10-19,2023-09-30,28,ARTC-11_171.6_20m_2023-09-30,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-01,27,ARTC-11_171.6_20m_2023-10-01,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-02,26,ARTC-11_171.6_20m_2023-10-02,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-03,25,ARTC-11_171.6_20m_2023-10-03,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-07,21,ARTC-11_171.6_20m_2023-10-07,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-08,20,ARTC-11_171.6_20m_2023-10-08,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-09,19,ARTC-11_171.6_20m_2023-10-09,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-10,18,ARTC-11_171.6_20m_2023-10-10,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-11,17,ARTC-11_171.6_20m_2023-10-11,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-12,16,ARTC-11_171.6_20m_2023-10-12,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-13,15,ARTC-11_171.6_20m_2023-10-13,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-14,14,ARTC-11_171.6_20m_2023-10-14,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-15,13,ARTC-11_171.6_20m_2023-10-15,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-16,12,ARTC-11_171.6_20m_2023-10-16,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-17,11,ARTC-11_171.6_20m_2023-10-17,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-18,10,ARTC-11_171.6_20m_2023-10-18,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-19,9,ARTC-11_171.6_20m_2023-10-19,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-20,8,ARTC-11_171.6_20m_2023-10-20,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-21,7,ARTC-11_171.6_20m_2023-10-21,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-22,6,ARTC-11_171.6_20m_2023-10-22,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-23,5,ARTC-11_171.6_20m_2023-10-23,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-24,4,ARTC-11_171.6_20m_2023-10-24,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-25,3,ARTC-11_171.6_20m_2023-10-25,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-26,2,ARTC-11_171.6_20m_2023-10-26,ARTC-11_171.6,1
ARTC-11,171.6,2023-10-27,2010-10-19,2023-10-27,1,ARTC-11_171.6_20m_2023-10-27,ARTC-11_171.6,1
ARTC-11,178.02,2023-11-27,null,2023-08-08,112,ARTC-11_178.02_20m_2023-08-08,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-09,111,ARTC-11_178.02_20m_2023-08-09,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-10,110,ARTC-11_178.02_20m_2023-08-10,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-11,109,ARTC-11_178.02_20m_2023-08-11,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-12,108,ARTC-11_178.02_20m_2023-08-12,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-13,107,ARTC-11_178.02_20m_2023-08-13,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-14,106,ARTC-11_178.02_20m_2023-08-14,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-15,105,ARTC-11_178.02_20m_2023-08-15,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-16,104,ARTC-11_178.02_20m_2023-08-16,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-17,103,ARTC-11_178.02_20m_2023-08-17,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-18,102,ARTC-11_178.02_20m_2023-08-18,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-19,101,ARTC-11_178.02_20m_2023-08-19,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-20,100,ARTC-11_178.02_20m_2023-08-20,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-21,99,ARTC-11_178.02_20m_2023-08-21,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-22,98,ARTC-11_178.02_20m_2023-08-22,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-23,97,ARTC-11_178.02_20m_2023-08-23,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-24,96,ARTC-11_178.02_20m_2023-08-24,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-25,95,ARTC-11_178.02_20m_2023-08-25,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-26,94,ARTC-11_178.02_20m_2023-08-26,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-27,93,ARTC-11_178.02_20m_2023-08-27,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-28,92,ARTC-11_178.02_20m_2023-08-28,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-29,91,ARTC-11_178.02_20m_2023-08-29,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-30,90,ARTC-11_178.02_20m_2023-08-30,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-08-31,89,ARTC-11_178.02_20m_2023-08-31,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-01,88,ARTC-11_178.02_20m_2023-09-01,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-02,87,ARTC-11_178.02_20m_2023-09-02,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-03,86,ARTC-11_178.02_20m_2023-09-03,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-04,85,ARTC-11_178.02_20m_2023-09-04,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-05,84,ARTC-11_178.02_20m_2023-09-05,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-06,83,ARTC-11_178.02_20m_2023-09-06,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-07,82,ARTC-11_178.02_20m_2023-09-07,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-08,81,ARTC-11_178.02_20m_2023-09-08,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-09,80,ARTC-11_178.02_20m_2023-09-09,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-10,79,ARTC-11_178.02_20m_2023-09-10,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-11,78,ARTC-11_178.02_20m_2023-09-11,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-12,77,ARTC-11_178.02_20m_2023-09-12,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-13,76,ARTC-11_178.02_20m_2023-09-13,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-14,75,ARTC-11_178.02_20m_2023-09-14,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-15,74,ARTC-11_178.02_20m_2023-09-15,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-16,73,ARTC-11_178.02_20m_2023-09-16,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-17,72,ARTC-11_178.02_20m_2023-09-17,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-18,71,ARTC-11_178.02_20m_2023-09-18,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-19,70,ARTC-11_178.02_20m_2023-09-19,ARTC-11_178.02,0
ARTC-11,178.02,2023-11-27,null,2023-09-20,69,ARTC-11_178.02_20m_2023-09-20,ARTC-11_178.02,0
